loan_type,income_band_monthly_inr,employment_type,cibil_score_range,existing_emi_monthly_inr,foir_pct,eligibility_status,indicative_max_loan_inr,indicative_tenure_months,rate_category,additional_docs_required,decline_reason,notes
Auto Loan,"INR 40,001–60,000",Self-Employed Professional,700–749 (Good),0,0.0% (existing only),ELIGIBLE,4500000,84,Moderate rate (CIBIL 700-749),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 40,001–60,000",Self-Employed Professional,700–749 (Good),5000,10.0% (existing only),ELIGIBLE,4500000,84,Moderate rate (CIBIL 700-749),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 40,001–60,000",Self-Employed Professional,700–749 (Good),10000,20.0% (existing only),ELIGIBLE,4500000,84,Moderate rate (CIBIL 700-749),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 40,001–60,000",Self-Employed Professional,650–699 (Fair),0,0.0% (existing only),DECLINE,0,0,N/A,Last 2-year ITR; CA-certified P&L; 12-month bank statement,CIBIL 675 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 40,001–60,000",Self-Employed Professional,650–699 (Fair),5000,10.0% (existing only),DECLINE,0,0,N/A,Last 2-year ITR; CA-certified P&L; 12-month bank statement,CIBIL 675 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 40,001–60,000",Self-Employed Professional,650–699 (Fair),10000,20.0% (existing only),DECLINE,0,0,N/A,Last 2-year ITR; CA-certified P&L; 12-month bank statement,CIBIL 675 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 40,001–60,000",Self-Employed Professional,Below 650 (Poor),0,0.0% (existing only),DECLINE,0,0,N/A,Last 2-year ITR; CA-certified P&L; 12-month bank statement,CIBIL 600 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 40,001–60,000",Self-Employed Professional,Below 650 (Poor),5000,10.0% (existing only),DECLINE,0,0,N/A,Last 2-year ITR; CA-certified P&L; 12-month bank statement,CIBIL 600 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 40,001–60,000",Self-Employed Professional,Below 650 (Poor),10000,20.0% (existing only),DECLINE,0,0,N/A,Last 2-year ITR; CA-certified P&L; 12-month bank statement,CIBIL 600 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 40,001–60,000",Self-Employed Business Owner,800–900 (Excellent),0,0.0% (existing only),ELIGIBLE,4500000,84,Best rate (CIBIL 800+),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 40,001–60,000",Self-Employed Business Owner,800–900 (Excellent),5000,10.0% (existing only),ELIGIBLE,4500000,84,Best rate (CIBIL 800+),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 40,001–60,000",Self-Employed Business Owner,800–900 (Excellent),10000,20.0% (existing only),ELIGIBLE,4500000,84,Best rate (CIBIL 800+),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 40,001–60,000",Self-Employed Business Owner,750–799 (Very Good),0,0.0% (existing only),ELIGIBLE,4500000,84,Standard rate (CIBIL 750-799),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 40,001–60,000",Self-Employed Business Owner,750–799 (Very Good),5000,10.0% (existing only),ELIGIBLE,4500000,84,Standard rate (CIBIL 750-799),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 40,001–60,000",Self-Employed Business Owner,750–799 (Very Good),10000,20.0% (existing only),ELIGIBLE,4500000,84,Standard rate (CIBIL 750-799),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 40,001–60,000",Self-Employed Business Owner,700–749 (Good),0,0.0% (existing only),ELIGIBLE,4500000,84,Moderate rate (CIBIL 700-749),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 40,001–60,000",Self-Employed Business Owner,700–749 (Good),5000,10.0% (existing only),ELIGIBLE,4500000,84,Moderate rate (CIBIL 700-749),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 40,001–60,000",Self-Employed Business Owner,700–749 (Good),10000,20.0% (existing only),ELIGIBLE,4500000,84,Moderate rate (CIBIL 700-749),Last 2-year ITR; CA-certified P&L; 12-month bank statement,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 40,001–60,000",Self-Employed Business Owner,650–699 (Fair),0,0.0% (existing only),DECLINE,0,0,N/A,Last 2-year ITR; CA-certified P&L; 12-month bank statement,CIBIL 675 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 40,001–60,000",Self-Employed Business Owner,650–699 (Fair),5000,10.0% (existing only),DECLINE,0,0,N/A,Last 2-year ITR; CA-certified P&L; 12-month bank statement,CIBIL 675 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 40,001–60,000",Self-Employed Business Owner,650–699 (Fair),10000,20.0% (existing only),DECLINE,0,0,N/A,Last 2-year ITR; CA-certified P&L; 12-month bank statement,CIBIL 675 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 40,001–60,000",Self-Employed Business Owner,Below 650 (Poor),0,0.0% (existing only),DECLINE,0,0,N/A,Last 2-year ITR; CA-certified P&L; 12-month bank statement,CIBIL 600 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 40,001–60,000",Self-Employed Business Owner,Below 650 (Poor),5000,10.0% (existing only),DECLINE,0,0,N/A,Last 2-year ITR; CA-certified P&L; 12-month bank statement,CIBIL 600 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 40,001–60,000",Self-Employed Business Owner,Below 650 (Poor),10000,20.0% (existing only),DECLINE,0,0,N/A,Last 2-year ITR; CA-certified P&L; 12-month bank statement,CIBIL 600 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Government/PSU,800–900 (Excellent),0,0.0% (existing only),ELIGIBLE,7200000,84,Best rate (CIBIL 800+),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Government/PSU,800–900 (Excellent),5000,6.2% (existing only),ELIGIBLE,7200000,84,Best rate (CIBIL 800+),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Government/PSU,800–900 (Excellent),10000,12.5% (existing only),ELIGIBLE,7200000,84,Best rate (CIBIL 800+),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Government/PSU,750–799 (Very Good),0,0.0% (existing only),ELIGIBLE,7200000,84,Standard rate (CIBIL 750-799),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Government/PSU,750–799 (Very Good),5000,6.2% (existing only),ELIGIBLE,7200000,84,Standard rate (CIBIL 750-799),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Government/PSU,750–799 (Very Good),10000,12.5% (existing only),ELIGIBLE,7200000,84,Standard rate (CIBIL 750-799),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Government/PSU,700–749 (Good),0,0.0% (existing only),ELIGIBLE,7200000,84,Moderate rate (CIBIL 700-749),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Government/PSU,700–749 (Good),5000,6.2% (existing only),ELIGIBLE,7200000,84,Moderate rate (CIBIL 700-749),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Government/PSU,700–749 (Good),10000,12.5% (existing only),ELIGIBLE,7200000,84,Moderate rate (CIBIL 700-749),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Government/PSU,650–699 (Fair),0,0.0% (existing only),DECLINE,0,0,N/A,,CIBIL 675 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Government/PSU,650–699 (Fair),5000,6.2% (existing only),DECLINE,0,0,N/A,,CIBIL 675 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Government/PSU,650–699 (Fair),10000,12.5% (existing only),DECLINE,0,0,N/A,,CIBIL 675 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Government/PSU,Below 650 (Poor),0,0.0% (existing only),DECLINE,0,0,N/A,,CIBIL 600 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Government/PSU,Below 650 (Poor),5000,6.2% (existing only),DECLINE,0,0,N/A,,CIBIL 600 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Government/PSU,Below 650 (Poor),10000,12.5% (existing only),DECLINE,0,0,N/A,,CIBIL 600 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – MNC (Cat A),800–900 (Excellent),0,0.0% (existing only),ELIGIBLE,7200000,84,Best rate (CIBIL 800+),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – MNC (Cat A),800–900 (Excellent),5000,6.2% (existing only),ELIGIBLE,7200000,84,Best rate (CIBIL 800+),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – MNC (Cat A),800–900 (Excellent),10000,12.5% (existing only),ELIGIBLE,7200000,84,Best rate (CIBIL 800+),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – MNC (Cat A),750–799 (Very Good),0,0.0% (existing only),ELIGIBLE,7200000,84,Standard rate (CIBIL 750-799),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – MNC (Cat A),750–799 (Very Good),5000,6.2% (existing only),ELIGIBLE,7200000,84,Standard rate (CIBIL 750-799),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – MNC (Cat A),750–799 (Very Good),10000,12.5% (existing only),ELIGIBLE,7200000,84,Standard rate (CIBIL 750-799),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – MNC (Cat A),700–749 (Good),0,0.0% (existing only),ELIGIBLE,7200000,84,Moderate rate (CIBIL 700-749),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – MNC (Cat A),700–749 (Good),5000,6.2% (existing only),ELIGIBLE,7200000,84,Moderate rate (CIBIL 700-749),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – MNC (Cat A),700–749 (Good),10000,12.5% (existing only),ELIGIBLE,7200000,84,Moderate rate (CIBIL 700-749),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – MNC (Cat A),650–699 (Fair),0,0.0% (existing only),DECLINE,0,0,N/A,,CIBIL 675 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – MNC (Cat A),650–699 (Fair),5000,6.2% (existing only),DECLINE,0,0,N/A,,CIBIL 675 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – MNC (Cat A),650–699 (Fair),10000,12.5% (existing only),DECLINE,0,0,N/A,,CIBIL 675 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – MNC (Cat A),Below 650 (Poor),0,0.0% (existing only),DECLINE,0,0,N/A,,CIBIL 600 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – MNC (Cat A),Below 650 (Poor),5000,6.2% (existing only),DECLINE,0,0,N/A,,CIBIL 600 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – MNC (Cat A),Below 650 (Poor),10000,12.5% (existing only),DECLINE,0,0,N/A,,CIBIL 600 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Private Listed (Cat B),800–900 (Excellent),0,0.0% (existing only),ELIGIBLE,7200000,84,Best rate (CIBIL 800+),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Private Listed (Cat B),800–900 (Excellent),5000,6.2% (existing only),ELIGIBLE,7200000,84,Best rate (CIBIL 800+),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Private Listed (Cat B),800–900 (Excellent),10000,12.5% (existing only),ELIGIBLE,7200000,84,Best rate (CIBIL 800+),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Private Listed (Cat B),750–799 (Very Good),0,0.0% (existing only),ELIGIBLE,7200000,84,Standard rate (CIBIL 750-799),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Private Listed (Cat B),750–799 (Very Good),5000,6.2% (existing only),ELIGIBLE,7200000,84,Standard rate (CIBIL 750-799),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Private Listed (Cat B),750–799 (Very Good),10000,12.5% (existing only),ELIGIBLE,7200000,84,Standard rate (CIBIL 750-799),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Private Listed (Cat B),700–749 (Good),0,0.0% (existing only),ELIGIBLE,7200000,84,Moderate rate (CIBIL 700-749),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Private Listed (Cat B),700–749 (Good),5000,6.2% (existing only),ELIGIBLE,7200000,84,Moderate rate (CIBIL 700-749),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Private Listed (Cat B),700–749 (Good),10000,12.5% (existing only),ELIGIBLE,7200000,84,Moderate rate (CIBIL 700-749),,,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Private Listed (Cat B),650–699 (Fair),0,0.0% (existing only),DECLINE,0,0,N/A,,CIBIL 675 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Private Listed (Cat B),650–699 (Fair),5000,6.2% (existing only),DECLINE,0,0,N/A,,CIBIL 675 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Private Listed (Cat B),650–699 (Fair),10000,12.5% (existing only),DECLINE,0,0,N/A,,CIBIL 675 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Private Listed (Cat B),Below 650 (Poor),0,0.0% (existing only),DECLINE,0,0,N/A,,CIBIL 600 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Private Listed (Cat B),Below 650 (Poor),5000,6.2% (existing only),DECLINE,0,0,N/A,,CIBIL 600 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
Auto Loan,"INR 60,001–1,00,000",Salaried – Private Listed (Cat B),Below 650 (Poor),10000,12.5% (existing only),DECLINE,0,0,N/A,,CIBIL 600 below minimum 680 for Auto Loan,Indicative assessment only; subject to full credit appraisal
